id,cps19_age,cps19_gender,cps19_interest_gen_1
19828,26,2,4
19829,30,2,6
19830,28,2,5
19831,43,2,7
19832,73,2,5
19833,51,1,6
19834,70,2,8
19835,39,2,9
19836,33,2,4
19837,43,2,NA
19838,29,1,9
19839,62,1,8
19840,37,2,7
19841,72,2,5
19842,55,2,2
19843,69,1,10
19844,52,2,1
19845,31,2,7
19846,18,2,8
19847,42,2,4
19848,64,2,NA
19849,23,2,2
19850,66,1,7
19851,28,2,NA
19852,71,1,9
19853,62,1,7
19854,29,2,NA
19855,33,2,3
19856,39,1,2
19857,65,1,6
19858,64,2,9
19859,68,1,7
19860,54,2,7
19861,31,2,6
19862,64,1,1
19863,42,2,10
19864,41,2,10
19865,30,1,10
19866,58,2,4
19867,58,1,7
19868,55,2,6
19869,48,1,7
19870,26,1,6
19871,36,2,7
19872,35,2,8
19873,53,1,10
19874,39,1,9
19875,33,1,8
19876,29,2,5
19877,23,1,8
19878,68,2,2
19879,45,2,7
19880,64,1,10
19881,36,2,10
19882,33,1,7
19883,31,1,7
19884,69,2,10
19885,22,1,8
19886,67,1,7
19887,58,2,5
19888,30,1,7
19889,23,2,6
19890,51,2,7
19891,68,2,3
19892,20,2,7
19893,71,1,9
19894,43,1,5
19895,19,1,10
19896,44,1,10
19897,60,2,NA
19898,61,1,9
19899,29,2,9
19900,55,2,7
19901,71,1,8
19902,62,1,6
19903,77,1,8
19904,58,1,6
19905,39,1,NA
19906,64,1,3
19907,73,2,10
19908,39,2,7
19909,71,2,7
19910,40,2,5
19911,42,1,1
19912,37,2,0
19913,50,2,6
19914,29,2,3
19915,43,2,NA
19916,30,2,10
19917,49,2,6
19918,60,1,10
19919,33,1,6
19920,31,2,4
19921,40,1,8
19922,53,1,6
19923,62,1,5
19924,19,2,7
19925,46,1,0
19926,72,1,NA
19927,32,1,6
19928,33,2,1
19929,59,2,9
19930,34,2,5
19931,34,1,5
19932,73,1,8
19933,44,1,9
19934,36,1,5
19935,22,2,8
19936,35,1,0
19937,56,2,10
19938,24,2,4
19939,57,1,10
19940,29,1,8
19941,35,1,7
19942,30,2,8
19943,57,1,6
19944,54,1,8
19945,63,2,7
19946,41,2,6
19947,60,2,3
19948,30,2,8
19949,71,1,9
19950,50,2,4
19951,31,1,7
19952,70,2,7
19953,47,2,7
19954,25,2,8
19955,20,2,7
19956,37,2,8
19957,47,1,10
19958,54,2,8
19959,20,2,6
19960,35,2,2
19961,68,2,3
19962,31,2,9
19963,42,2,6
19964,27,2,3
19965,57,2,10
19966,58,1,5
19967,33,1,7
19968,46,2,7
19969,29,1,NA
19970,54,2,10
19971,31,1,NA
19972,20,1,7
19973,56,2,3
19974,28,2,10
19975,50,1,0
19976,35,2,6
19977,29,2,7
19978,45,1,3
19979,57,2,NA
19980,23,2,9
19981,43,2,3
19982,38,2,5
19983,59,1,10
19984,68,1,10
19985,21,2,7
19986,31,2,6
19987,44,1,4
19988,76,1,9
19989,70,2,10
19990,57,1,7
19991,63,1,7
19992,29,2,NA
19993,27,2,8
19994,18,1,9
19995,61,1,1
19996,35,1,6
19997,63,1,10
19998,64,1,5
19999,46,2,6
20000,39,1,10
20001,37,3,9
20002,54,1,8
20003,41,2,1
20004,32,2,7
20005,41,1,NA
20006,25,2,3
20007,45,1,8
20008,23,2,7
20009,54,2,6
20010,43,1,7
20011,77,2,10
20012,36,2,10
20013,51,2,8
20014,20,2,8
20015,53,1,8
20016,53,1,7
20017,50,1,1
20018,26,2,6
20019,59,2,8
20020,43,1,7
20021,41,2,7
20022,52,2,7
20023,55,1,5
20024,39,1,7
20025,23,2,4
20026,61,2,6
20027,39,1,10
20028,59,2,8
20029,50,2,7
20030,60,3,7
20031,55,1,8
20032,18,1,7
20033,72,2,NA
20034,18,2,0
20035,65,2,6
20036,30,2,6
20037,67,2,7
20038,51,2,7
20039,19,2,4
20040,58,2,NA
20041,37,2,7
20042,32,2,6
20043,65,1,NA
20044,51,2,7
20045,20,1,10
20046,35,2,3
20047,70,2,8
20048,55,1,7
20049,71,2,2
20050,35,2,5
20051,74,1,8
20052,22,2,8
20053,37,2,9
20054,29,2,7
20055,28,1,6
20056,26,2,8
20057,69,1,9
20058,42,1,NA
20059,69,1,7
20060,25,1,0
20061,23,2,8
20062,21,1,8
20063,32,1,7
20064,70,2,8
20065,28,2,8
20066,84,1,1
20067,28,1,10
20068,28,2,10
20069,36,2,8
20070,43,2,7
20071,42,1,10
20072,46,1,7
20073,56,2,10
20074,19,1,4
20075,20,2,6
20076,31,2,8
20077,33,1,9
20078,70,2,8
20079,22,2,6
20080,39,2,3
20081,66,1,9
20082,52,2,7
20083,42,2,10
20084,39,2,7
20085,50,1,6
20086,33,2,3
20087,50,2,2
20088,26,2,3
20089,48,1,2
20090,60,2,8
20091,54,1,8
20092,69,2,5
20093,36,1,7
20094,67,1,8
20095,34,2,NA
20096,44,2,7
20097,26,2,10
20098,72,1,9
20099,30,1,7
20100,52,1,5
20101,27,1,6
20102,28,2,3
20103,51,1,NA
20104,33,2,3
20105,28,2,9
20106,64,2,8
20107,47,2,9
20108,65,2,7
20109,53,1,6
20110,70,1,8
20111,56,2,8
20112,36,1,7
20113,58,2,8
20114,20,2,2
20115,67,2,10
20116,78,1,9
20117,41,1,6
20118,34,2,8
20119,53,2,NA
20120,58,2,8
20121,47,1,6
20122,32,2,6
20123,27,2,8
20124,44,2,8
20125,41,2,6
20126,71,2,10
20127,63,2,7
20128,44,1,4
20129,46,1,8
20130,46,1,8
20131,55,2,3
20132,38,2,4
20133,26,2,0
20134,63,2,7
20135,69,1,8
20136,58,2,5
20137,31,2,7
20138,61,2,8
20139,25,2,5
20140,53,1,8
20141,44,2,8
20142,66,2,9
20143,44,2,NA
20144,56,2,NA
20145,59,2,9
20146,21,1,7
20147,40,1,9
20148,61,2,6
20149,39,2,3
20150,65,2,NA
20151,22,2,7
20152,68,2,9
20153,54,2,8
20154,45,2,NA
20155,48,2,NA
20156,33,2,2
20157,77,2,7
20158,24,2,4
20159,37,2,3
20160,26,1,5
20161,66,1,9
20162,67,2,5
20163,60,2,3
20164,63,2,10
20165,62,2,6
20166,35,2,0
20167,66,1,5
20168,20,1,8
20169,38,2,10
20170,24,2,7
20171,40,1,8
20172,48,1,7
20173,35,2,3
20174,65,2,7
20175,40,1,7
20176,64,2,3
20177,32,2,0
20178,34,3,4
20179,39,1,7
20180,72,2,3
20181,48,2,9
20182,29,1,7
20183,59,2,9
20184,35,2,9
20185,42,2,10
20186,66,2,9
20187,60,2,7
20188,38,1,8
20189,50,2,7
20190,53,1,1
20191,21,2,4
20192,32,2,5
20193,42,2,5
20194,38,2,8
20195,64,2,3
20196,31,2,7
20197,31,2,1
20198,44,1,0
20199,66,2,8
20200,66,2,5
20201,30,2,NA
20202,18,2,6
20203,24,2,8
20204,35,2,8
20205,63,3,0
20206,29,2,3
20207,31,2,6
20208,38,2,NA
20209,35,2,8
20210,22,2,4
20211,19,2,4
20212,73,2,4
20213,52,1,2
20214,68,1,9
20215,65,1,7
20216,60,1,7
20217,42,1,3
20218,41,2,0
20219,65,2,3
20220,43,2,7
20221,61,2,9
20222,65,2,0
20223,30,2,0
20224,62,1,10
20225,76,1,9
20226,25,1,6
20227,18,1,3
20228,39,1,10
20229,29,2,5
20230,39,1,3
20231,55,2,4
20232,61,2,NA
20233,67,1,2
20234,26,2,6
20235,51,2,7
20236,29,1,NA
20237,25,1,7
20238,53,1,9
20239,67,1,7
20240,21,3,9
20241,55,2,6
20242,38,2,7
20243,40,1,8
20244,58,2,7
20245,51,1,6
20246,63,1,10
20247,44,2,9
20248,41,2,4
20249,41,2,7
20250,68,1,6
20251,32,1,3
20252,55,2,7
20253,49,2,6
20254,25,1,8
20255,39,2,2
20256,70,2,3
20257,51,2,5
20258,49,1,7
20259,37,1,6
20260,45,2,NA
20261,61,1,6
20262,75,1,8
20263,57,1,NA
20264,50,1,2
20265,38,1,10
20266,40,2,10
20267,81,1,9
20268,30,2,2
20269,28,2,10
20270,23,1,6
20271,21,2,5
20272,20,2,7
20273,47,2,2
20274,53,1,3
20275,62,2,7
20276,25,2,3
20277,29,2,7
20278,73,1,9
20279,62,2,7
20280,56,2,3
20281,64,2,7
20282,29,1,9
20283,43,2,7
20284,43,2,8
20285,57,2,3
20286,19,2,8
20287,71,1,10
20288,76,2,9
20289,46,2,4
20290,50,2,1
20291,40,1,7
20292,19,2,7
20293,24,1,8
20294,64,1,7
20295,61,1,6
20296,31,2,NA
20297,66,1,8
20298,60,2,3
20299,52,2,10
20300,67,2,5
20301,33,1,6
20302,60,1,7
20303,36,2,8
20304,28,2,NA
20305,51,2,NA
20306,43,2,3
20307,31,2,4
20308,30,1,9
20309,34,2,8
20310,45,2,NA
20311,27,2,NA
20312,28,2,4
20313,37,2,10
20314,62,2,7
20315,47,2,8
20316,43,1,7
20317,60,2,10
20318,56,1,6
20319,55,2,2
20320,28,1,9
20321,40,2,3
20322,60,2,8
20323,91,1,6
20324,64,2,5
20325,39,1,8
20326,28,2,10
20327,99,2,7
20328,28,2,4
20329,38,1,8
20330,39,2,8
20331,45,2,8
20332,22,2,3
20333,44,2,7
20334,48,1,9
20335,54,2,10
20336,40,2,10
20337,53,2,2
20338,27,2,7
20339,26,1,7
20340,43,2,8
20341,52,2,8
20342,76,1,8
20343,59,2,9
20344,82,1,6
20345,58,2,5
20346,30,2,8
20347,24,2,3
20348,45,2,3
20349,35,3,8
20350,37,2,6
20351,27,2,8
20352,50,2,0
20353,42,2,NA
20354,39,2,4
20355,75,2,8
20356,68,1,NA
20357,59,2,9
20358,64,2,2
20359,70,1,8
20360,54,2,7
20361,70,1,6
20362,33,1,3
20363,56,2,1
20364,60,1,NA
20365,38,2,NA
20366,66,2,3
20367,28,2,4
20368,43,2,9
20369,62,2,4
20370,57,2,7
20371,80,2,8
20372,43,2,2
20373,34,2,3
20374,43,2,3
20375,58,1,7
20376,29,2,2
20377,70,1,8
20378,58,2,6
20379,21,1,NA
20380,48,1,8
20381,41,2,10
20382,46,1,5
20383,62,2,8
20384,26,2,10
20385,63,2,9
20386,50,1,9
20387,24,1,8
20388,64,2,8
20389,34,1,5
20390,31,2,6
20391,75,1,7
20392,20,2,7
20393,46,1,8
20394,34,2,5
20395,35,1,5
20396,35,2,8
20397,66,2,NA
20398,54,2,7
20399,44,1,0
20400,56,1,7
20401,67,1,6
20402,62,1,10
20403,38,2,2
20404,26,1,6
20405,55,1,9
20406,41,2,3
20407,44,1,6
20408,45,2,NA
20409,38,1,7
20410,47,2,2
20411,62,2,8
20412,69,2,NA
20413,42,1,7
20414,39,1,5
20415,69,1,3
20416,67,2,6
20417,20,2,7
20418,33,2,1
20419,39,2,3
20420,61,2,3
20421,34,2,7
20422,28,2,NA
20423,38,2,3
20424,51,2,8
20425,36,1,5
20426,31,1,9
20427,46,1,6
20428,35,2,NA
20429,21,2,8
20430,67,1,7
20431,34,2,4
20432,60,2,NA
20433,30,2,1
20434,47,1,NA
20435,28,1,7
20436,62,2,NA
20437,72,1,6
20438,69,2,9
20439,34,1,6
20440,29,2,7
20441,43,1,7
20442,61,2,1
20443,26,1,10
20444,70,1,4
20445,59,2,5
20446,24,2,1
20447,21,2,7
20448,29,2,8
20449,36,2,6
20450,37,2,3
20451,66,2,3
20452,39,2,9
20453,68,1,7
20454,51,1,8
20455,42,1,8
20456,29,1,7
20457,21,1,8
20458,58,2,3
20459,41,2,8
20460,41,1,8
20461,41,2,6
20462,48,2,6
20463,36,2,6
20464,31,2,3
20465,35,2,10
20466,68,2,7
20467,34,1,8
20468,49,2,3
20469,33,2,4
20470,34,2,5
20471,30,1,10
20472,31,2,7
20473,36,2,6
20474,23,2,NA
20475,37,2,7
20476,28,2,NA
20477,30,2,8
20478,29,2,7
20479,40,2,8
20480,36,2,9
20481,32,2,8
20482,40,2,7
20483,29,2,7
20484,39,2,6
20485,26,2,3
20486,30,2,9
20487,34,1,10
20488,18,3,10
20489,61,2,8
20490,29,2,10
20491,61,2,NA
20492,58,1,7
20493,81,1,10
20494,24,3,7
20495,38,2,1
20496,28,2,8
20497,28,1,9
20498,54,1,3
20499,25,2,NA
20500,50,2,4
20501,48,1,10
20502,47,1,6
20503,44,1,6
20504,29,2,5
20505,35,2,7
20506,61,1,6
20507,33,2,9
20508,23,2,7
20509,37,2,8
20510,47,1,7
20511,48,1,8
20512,21,2,7
20513,34,2,10
20514,34,2,9
20515,44,1,9
20516,47,1,4
20517,81,1,5
20518,31,1,9
20519,45,2,5
20520,54,2,4
20521,53,2,4
20522,20,1,7
20523,40,2,5
20524,35,1,8
20525,39,2,8
20526,42,1,5
20527,29,2,6
20528,44,1,4
20529,31,2,4
20530,21,2,8
20531,18,3,9
20532,41,1,NA
20533,41,1,9
20534,21,2,4
20535,33,2,6
20536,36,1,9
20537,69,2,10
20538,22,2,5
20539,33,2,5
20540,56,2,4
20541,29,1,10
20542,26,1,10
20543,46,1,6
20544,50,2,10
20545,27,2,0
20546,69,2,7
20547,39,1,NA
20548,72,1,10
20549,71,1,9
20550,23,2,3
20551,48,1,10
20552,41,1,NA
20553,55,2,9
20554,20,1,7
20555,44,2,8
20556,71,2,NA
20557,48,1,9
20558,63,1,NA
20559,68,1,2
20560,30,2,7
20561,49,2,7
20562,64,2,10
20563,35,2,10
20564,66,2,8
20565,39,2,2
20566,27,1,NA
20567,68,2,9
20568,73,2,10
20569,85,2,9
20570,80,1,7
20571,45,2,7
20572,46,2,3
20573,45,2,6
20574,48,1,3
20575,55,2,8
20576,65,2,7
20577,36,2,6
20578,60,2,3
20579,67,2,10
20580,19,2,6
20581,67,2,8
20582,66,1,10
20583,53,1,7
20584,52,1,8
20585,29,1,6
20586,25,2,4
20587,23,2,8
20588,38,2,8
20589,62,1,9
20590,32,2,2
20591,32,1,7
20592,25,1,10
20593,33,2,4
20594,65,2,3
20595,58,2,8
20596,45,2,3
20597,69,2,2
20598,61,1,6
20599,57,1,10
20600,56,2,8
20601,26,2,NA
20602,68,2,7
20603,43,1,8
20604,68,2,9
20605,50,2,6
20606,38,2,10
20607,54,1,10
20608,42,1,NA
20609,75,1,9
20610,77,1,7
20611,36,1,2
20612,32,1,8
20613,60,2,10
20614,51,2,4
20615,70,1,9
20616,49,1,8
20617,39,1,10
20618,69,2,6
20619,74,2,10
20620,56,2,NA
20621,59,2,6
20622,62,2,7
20623,51,2,7
20624,30,2,10
20625,66,2,7
20626,68,1,7
20627,69,2,NA
20628,32,2,0
20629,37,2,7
20630,44,2,7
20631,63,2,7
20632,49,1,8
20633,24,2,2
20634,68,1,7
20635,39,2,7
20636,33,2,7
20637,52,2,9
20638,23,2,10
20639,65,1,6
20640,51,1,7
20641,63,1,9
20642,39,1,4
20643,52,2,9
20644,31,2,NA
20645,43,2,2
20646,69,1,7
20647,46,1,9
20648,36,2,2
20649,85,1,9
20650,39,1,10
20651,60,2,4
20652,74,1,6
20653,65,1,7
20654,36,2,8
20655,39,2,NA
20656,29,1,4
20657,37,1,NA
20658,70,2,7
20659,29,2,8
20660,62,1,7
20661,53,2,1
20662,67,1,6
20663,74,1,10
20664,57,1,7
20665,28,2,6
20666,45,2,5
20667,68,1,5
20668,45,2,0
20669,71,1,9
20670,45,1,9
20671,64,2,8
20672,89,1,8
20673,69,1,7
20674,39,1,9
20675,56,1,4
20676,61,2,6
20677,57,2,6
20678,51,2,7
20679,60,2,6
20680,55,1,3
20681,43,2,8
20682,79,1,5
20683,63,2,NA
20684,52,2,8
20685,43,2,8
20686,33,2,7
20687,28,1,2
20688,38,2,8
20689,57,2,5
20690,32,1,6
20691,40,2,2
20692,32,2,6
20693,27,2,3
20694,30,1,9
20695,34,1,7
20696,68,1,9
20697,65,2,5
20698,43,1,NA
20699,35,2,4
20700,40,1,1
20701,70,2,8
20702,74,1,7
20703,58,2,6
20704,74,1,9
20705,27,1,6
20706,41,1,8
20707,74,1,10
20708,20,1,3
20709,72,2,8
20710,30,2,6
20711,67,1,7
20712,52,2,8
20713,34,1,7
20714,74,2,8
20715,39,1,1
20716,57,2,2
20717,63,2,9
20718,39,2,3
20719,58,1,8
20720,54,2,7
20721,50,2,7
20722,23,2,6
20723,61,2,7
20724,51,2,2
20725,31,1,8
20726,68,1,7
20727,36,1,6
20728,22,2,4
20729,20,2,4
20730,55,1,4
20731,64,2,6
20732,71,2,4
20733,92,1,10
20734,53,1,9
20735,37,2,7
20736,47,2,6
20737,31,2,7
20738,38,2,2
20739,32,2,3
20740,34,2,7
20741,22,2,3
20742,33,2,5
20743,67,2,9
20744,87,1,8
20745,48,2,NA
20746,73,1,3
20747,19,1,2
20748,50,2,3
20749,53,2,5
20750,18,1,8
20751,61,1,7
20752,73,2,8
20753,30,2,3
20754,64,1,4
20755,62,2,8
20756,59,1,6
20757,49,1,8
20758,20,2,8
20759,69,2,8
20760,42,2,2
20761,63,1,8
20762,58,2,0
20763,32,2,6
20764,80,1,9
20765,66,1,7
20766,38,1,9
20767,30,2,8
20768,67,1,7
20769,43,2,6
20770,29,1,6
20771,76,1,5
20772,63,1,7
20773,60,1,5
20774,53,2,NA
20775,36,1,8
20776,28,2,6
20777,39,1,10
20778,62,2,9
20779,59,1,10
20780,52,1,7
20781,36,2,4
20782,30,1,10
20783,55,2,3
20784,27,1,7
20785,35,2,5
20786,56,2,7
20787,62,1,8
20788,55,2,5
20789,50,1,8
20790,58,1,9
20791,46,2,7
20792,49,1,7
20793,29,2,8
20794,55,1,10
20795,61,2,8
20796,46,1,6
20797,32,2,4
20798,65,1,8
20799,46,2,NA
20800,65,1,10
20801,35,2,7
20802,20,2,10
20803,39,2,7
20804,64,2,5
20805,99,2,7
20806,71,2,7
20807,73,2,10
20808,42,1,NA
20809,42,2,5
20810,38,2,8
20811,59,2,7
20812,21,1,7
20813,32,2,7
20814,20,1,NA
20815,40,2,9
20816,46,2,7
20817,22,3,7
20818,42,2,4
20819,59,2,6
20820,79,2,7
20821,68,2,NA
20822,85,2,NA
20823,64,1,7
20824,47,2,7
20825,62,1,6
20826,61,1,NA
20827,34,1,9
20828,53,2,6
20829,60,3,6
20830,52,2,1
20831,35,2,1
20832,52,2,8
20833,73,2,6
20834,23,2,9
20835,34,1,7
20836,68,2,10
20837,36,1,0
20838,20,1,7
20839,24,2,7
20840,33,1,4
20841,38,2,7
20842,29,2,2
20843,51,2,5
20844,45,1,7
20845,63,2,8
20846,73,1,7
20847,59,2,8
20848,28,1,6
20849,26,2,4
20850,38,2,5
20851,30,1,6
20852,60,2,7
20853,27,2,NA
20854,73,1,8
20855,58,1,5
20856,65,1,10
20857,64,1,10
20858,52,1,NA
20859,37,2,8
20860,56,1,8
20861,73,2,NA
20862,67,1,NA
20863,19,2,4
20864,72,2,10
20865,68,1,9
20866,70,2,10
20867,61,2,7
20868,26,1,8
20869,27,2,1
20870,44,1,7
20871,25,2,4
20872,37,1,6
20873,49,2,9
20874,48,2,8
20875,50,1,8
20876,33,2,6
20877,43,1,8
20878,48,2,7
20879,39,2,7
20880,35,2,8
20881,37,2,5
20882,52,1,8
20883,39,2,7
20884,56,2,4
20885,29,1,2
20886,22,2,5
20887,55,1,10
20888,60,1,6
20889,62,1,8
20890,41,1,NA
20891,30,1,8
20892,53,2,7
20893,45,2,4
20894,55,2,7
20895,30,1,7
20896,48,2,7
20897,40,2,6
20898,49,2,6
20899,18,2,7
20900,60,1,5
20901,38,2,5
20902,44,2,10
20903,25,2,6
20904,35,2,8
20905,50,2,10
20906,46,1,10
20907,38,2,10
20908,56,2,6
20909,31,1,6
20910,39,2,10
20911,19,2,4
20912,52,2,9
20913,68,2,7
20914,52,2,5
20915,65,2,6
20916,64,2,6
20917,36,1,8
20918,78,1,9
20919,38,1,6
20920,67,1,8
20921,19,2,7
20922,55,2,3
20923,31,1,4
20924,66,2,3
20925,42,2,2
20926,61,2,2
20927,40,2,10
20928,48,2,7
20929,67,1,9
20930,72,2,9
20931,69,2,8
20932,32,2,7
20933,37,2,6
20934,24,1,10
20935,61,2,8
20936,48,2,6
20937,25,2,0
20938,33,2,7
20939,23,2,7
20940,27,1,6
20941,68,2,NA
20942,56,2,9
20943,25,2,8
20944,60,1,9
20945,23,1,0
20946,64,2,9
20947,57,2,8
20948,58,2,7
20949,62,2,8
20950,36,2,0
20951,39,2,7
20952,49,2,6
20953,50,2,5
20954,56,1,10
20955,34,2,2
20956,29,1,6
20957,69,1,NA
20958,45,1,8
20959,35,2,5
20960,22,3,4
20961,56,2,8
20962,42,1,7
20963,69,2,4
20964,41,2,1
20965,31,2,1
20966,46,2,8
20967,53,1,9
20968,45,2,8
20969,24,2,10
20970,29,2,7
20971,19,2,8
20972,56,1,10
20973,61,1,6
20974,31,2,10
20975,41,2,NA
20976,27,2,8
20977,42,2,7
20978,47,2,0
20979,22,1,NA
20980,54,1,5
20981,52,2,7
20982,63,2,2
20983,21,1,7
20984,61,2,10
20985,37,1,0
20986,37,2,6
20987,29,1,8
20988,73,1,8
20989,71,1,8
20990,27,1,6
20991,32,2,NA
20992,56,2,3
20993,20,1,3
20994,34,1,10
20995,60,2,8
20996,44,2,6
20997,45,2,8
20998,42,1,7
20999,60,1,9
21000,47,1,10
21001,69,2,0
21002,25,1,10
21003,71,2,5
21004,19,1,8
21005,56,2,10
21006,58,1,6
21007,42,2,7
21008,67,2,6
21009,27,2,0
21010,58,2,NA
21011,49,1,6
21012,35,2,7
21013,61,1,10
21014,50,2,NA
21015,71,1,6
21016,77,2,9
21017,31,2,8
21018,54,2,7
21019,47,1,NA
21020,22,2,4
21021,30,2,6
21022,55,2,3
21023,27,2,8
21024,49,2,4
21025,39,1,NA
21026,35,1,6
21027,53,2,5
21028,52,1,9
21029,45,1,8
21030,71,1,8
21031,37,1,9
21032,30,2,5
21033,39,1,10
21034,32,2,10
21035,54,2,8
21036,42,1,9
21037,47,2,5
21038,35,2,8
21039,72,2,7
21040,28,1,9
21041,37,1,4
21042,61,2,9
21043,32,2,7
21044,66,1,5
21045,67,2,7
21046,42,2,4
21047,65,1,9
21048,61,1,7
21049,24,2,6
21050,64,1,7
21051,46,1,8
21052,75,1,10
21053,54,2,9
21054,20,2,7
21055,34,2,8
21056,69,1,9
21057,67,1,7
21058,31,2,10
21059,37,2,8
21060,23,2,3
21061,34,2,8
21062,26,2,8
21063,50,2,3
21064,58,1,8
21065,62,2,10
21066,49,2,7
21067,65,2,8
21068,49,1,10
21069,56,2,5
21070,26,2,7
21071,41,1,10
21072,26,2,6
21073,18,2,3
21074,36,2,8
21075,68,2,NA
21076,38,1,NA
21077,24,2,10
21078,29,2,4
21079,31,2,10
21080,67,2,8
21081,60,2,NA
21082,20,2,6
21083,77,2,4
21084,22,2,8
21085,60,1,7
21086,47,2,6
21087,57,2,10
21088,21,2,10
21089,55,1,6
21090,50,2,7
21091,21,2,6
21092,72,1,9
21093,83,2,8
21094,48,2,7
21095,74,2,6
21096,66,1,NA
21097,49,1,8
21098,30,2,6
21099,61,1,7
21100,39,1,4
21101,73,1,6
21102,50,2,7
21103,53,1,8
21104,36,2,8
21105,61,2,9
21106,43,2,3
21107,26,2,8
21108,31,2,1
21109,34,1,9
21110,49,2,10
21111,42,2,1
21112,44,1,0
21113,65,2,9
21114,69,2,8
21115,36,2,2
21116,44,1,10
21117,71,2,10
21118,69,1,8
21119,31,1,7
21120,34,1,7
21121,36,1,8
21122,35,2,2
21123,28,2,8
21124,74,2,5
21125,24,2,8
21126,49,3,6
21127,56,2,8
21128,36,2,10
21129,37,2,10
21130,32,1,3
21131,63,1,8
21132,32,2,4
21133,59,1,7
21134,41,1,6
21135,53,2,3
21136,48,2,NA
21137,28,2,6
21138,63,1,3
21139,25,2,1
21140,44,2,10
21141,69,2,9
21142,54,2,9
21143,76,1,7
21144,73,2,9
21145,47,2,3
21146,25,2,NA
21147,26,2,NA
21148,43,2,8
21149,45,1,10
21150,31,2,0
21151,75,1,10
21152,45,1,8
21153,79,1,9
21154,55,2,4
21155,50,1,10
21156,42,1,7
21157,41,1,5
21158,34,1,9
21159,60,1,8
21160,54,1,4
21161,61,1,8
21162,38,2,8
21163,73,1,8
21164,88,1,8
21165,35,1,7
21166,53,2,6
21167,49,2,6
21168,63,2,7
21169,23,2,0
21170,44,1,8
21171,46,2,6
21172,42,2,6
21173,21,1,7
21174,31,2,7
21175,29,1,10
21176,65,2,2
21177,68,2,1
21178,24,2,7
21179,21,2,7
21180,26,2,0
21181,44,2,NA
21182,21,2,7
21183,49,1,8
21184,25,2,7
21185,19,1,8
21186,35,2,4
21187,68,1,7
21188,19,2,5
21189,67,2,3
21190,37,1,8
21191,47,1,NA
21192,54,1,NA
21193,28,2,8
21194,34,2,6
21195,30,2,6
21196,32,2,NA
21197,53,2,9
21198,50,1,10
21199,59,1,NA
21200,49,1,NA
21201,39,2,8
21202,25,2,8
21203,35,1,9
21204,38,1,3
21205,72,1,10
21206,19,2,5
21207,28,1,8
21208,38,1,NA
21209,20,1,0
21210,37,1,5
21211,72,1,4
21212,22,1,7
21213,23,1,6
21214,77,1,6
21215,72,1,NA
21216,63,1,4
21217,23,2,7
21218,46,2,2
21219,57,1,6
21220,24,2,8
21221,63,1,3
21222,42,2,7
21223,24,2,8
21224,47,2,8
21225,25,2,7
21226,73,2,5
21227,54,1,10
21228,19,1,6
21229,73,1,10
21230,82,2,8
21231,42,1,3
21232,64,2,9
21233,32,2,1
21234,43,2,8
21235,22,2,1
21236,20,2,8
21237,55,2,5
21238,33,2,NA
21239,66,1,10
21240,66,1,8
21241,59,1,8
21242,34,1,9
21243,55,2,3
21244,48,1,9
21245,61,1,10
21246,27,2,4
21247,51,1,7
21248,30,1,7
21249,24,1,5
21250,72,2,7
21251,51,1,6
21252,34,1,8
21253,22,2,10
21254,47,1,9
21255,33,2,7
21256,42,2,4
21257,39,1,3
21258,66,1,NA
21259,58,2,NA
21260,20,2,9
21261,78,1,8
21262,30,2,1
21263,19,2,8
21264,41,2,9
21265,21,1,10
21266,31,2,5
21267,29,2,7
21268,22,1,3
21269,42,1,3
21270,44,2,7
21271,73,1,4
21272,77,2,5
21273,75,2,7
21274,58,2,5
21275,21,2,9
21276,35,2,5
21277,72,2,8
21278,32,2,4
21279,52,2,1
21280,19,2,9
21281,53,2,2
21282,72,1,8
21283,19,2,2
21284,29,2,NA
21285,18,2,7
21286,71,1,7
21287,24,2,7
21288,30,2,6
21289,25,2,5
21290,40,2,8
21291,35,1,9
21292,33,1,6
21293,48,2,6
21294,70,1,3
21295,60,2,7
21296,37,1,7
21297,23,2,8
21298,42,1,4
21299,75,2,6
21300,55,1,7
21301,38,2,8
21302,23,2,7
21303,49,2,6
21304,58,1,2
21305,26,2,7
21306,60,1,6
21307,52,2,9
21308,41,1,8
21309,60,2,2
21310,58,1,NA
21311,18,1,3
21312,74,1,8
21313,53,1,10
21314,51,2,5
21315,76,1,10
21316,43,1,10
21317,54,2,7
21318,67,1,6
21319,43,1,6
21320,66,2,8
21321,19,1,3
21322,21,2,5
21323,67,2,NA
21324,29,2,8
21325,57,2,10
21326,65,1,7
21327,55,1,10
21328,45,2,10
21329,68,1,8
21330,43,2,NA
21331,51,1,6
21332,69,2,8
21333,34,2,6
21334,67,1,7
21335,64,1,8
21336,62,2,7
21337,64,2,10
21338,61,2,5
21339,34,2,NA
21340,59,2,5
21341,81,2,1
21342,62,2,7
21343,27,2,7
21344,70,2,NA
21345,60,1,9
21346,67,1,10
21347,55,2,7
21348,47,1,7
21349,61,2,NA
21350,55,1,9
21351,35,2,2
21352,38,1,9
21353,59,2,9
21354,52,1,8
21355,69,1,8
21356,67,1,9
21357,59,2,1
21358,20,1,9
21359,49,2,5
21360,44,1,2
21361,32,2,4
21362,51,1,10
21363,65,1,8
21364,52,1,9
21365,67,2,8
21366,67,2,8
