id,cps19_age,cps19_gender,cps19_interest_gen_1
10443,49,2,1
10444,49,2,5
10445,73,1,7
10446,61,1,6
10447,22,2,10
10448,64,2,4
10449,77,1,8
10450,32,2,4
10451,23,2,3
10452,31,1,5
10453,34,2,3
10454,25,2,8
10455,72,1,9
10456,24,2,9
10457,66,2,7
10458,20,2,8
10459,64,2,7
10460,36,1,8
10461,51,2,NA
10462,35,1,7
10463,21,1,0
10464,29,1,8
10465,72,2,6
10466,19,2,3
10467,23,1,6
10468,41,2,8
10469,43,2,6
10470,52,2,10
10471,25,2,2
10472,35,2,8
10473,50,1,7
10474,75,1,8
10475,36,1,7
10476,69,1,7
10477,69,2,9
10478,35,1,10
10479,38,1,2
10480,24,1,5
10481,34,1,7
10482,65,2,9
10483,47,2,7
10484,58,2,NA
10485,36,2,7
10486,47,2,4
10487,77,1,9
10488,32,2,9
10489,56,1,8
10490,57,1,6
10491,46,2,0
10492,71,1,7
10493,34,1,3
10494,23,1,2
10495,26,1,4
10496,68,2,4
10497,63,1,6
10498,33,2,9
10499,61,1,9
10500,58,2,3
10501,20,2,0
10502,69,2,8
10503,63,2,4
10504,63,2,10
10505,59,1,7
10506,64,1,7
10507,61,2,1
10508,62,2,7
10509,65,1,9
10510,28,2,0
10511,61,1,10
10512,52,1,4
10513,70,2,4
10514,19,2,1
10515,66,2,9
10516,32,2,1
10517,72,2,7
10518,35,1,6
10519,19,2,5
10520,55,1,4
10521,28,1,6
10522,63,1,6
10523,44,1,6
10524,38,2,4
10525,60,1,6
10526,37,2,10
10527,66,2,2
10528,28,2,8
10529,45,2,6
10530,57,1,6
10531,27,2,5
10532,32,2,5
10533,35,2,3
10534,18,2,5
10535,24,2,7
10536,59,1,7
10537,33,2,7
10538,59,1,10
10539,53,2,4
10540,23,2,8
10541,24,2,5
10542,77,1,8
10543,55,2,10
10544,37,2,3
10545,35,2,5
10546,44,2,9
10547,37,2,7
10548,62,1,6
10549,61,1,8
10550,24,2,2
10551,57,2,NA
10552,68,2,6
10553,57,2,2
10554,39,2,7
10555,34,2,9
10556,30,2,7
10557,19,1,2
10558,65,2,4
10559,22,3,1
10560,73,2,7
10561,63,2,5
10562,35,1,NA
10563,74,1,6
10564,59,2,7
10565,70,2,7
10566,68,1,10
10567,71,2,8
10568,57,2,4
10569,48,2,8
10570,73,1,6
10571,73,1,10
10572,66,1,7
10573,62,2,7
10574,18,1,8
10575,69,1,10
10576,46,1,6
10577,50,2,10
10578,89,1,5
10579,43,1,NA
10580,25,2,3
10581,35,2,2
10582,66,1,6
10583,61,2,10
10584,53,2,NA
10585,68,1,9
10586,52,1,8
10587,41,1,7
10588,49,1,5
10589,61,2,7
10590,37,1,1
10591,44,2,8
10592,59,1,0
10593,60,2,5
10594,42,2,0
10595,20,2,6
10596,22,1,1
10597,29,2,3
10598,70,1,8
10599,24,1,10
10600,57,1,3
10601,58,2,9
10602,35,2,6
10603,33,2,7
10604,43,1,8
10605,64,1,6
10606,65,2,7
10607,43,2,7
10608,41,1,7
10609,57,2,6
10610,29,2,NA
10611,44,2,5
10612,54,1,NA
10613,74,2,7
10614,59,2,8
10615,51,1,9
10616,40,1,7
10617,34,2,NA
10618,23,2,7
10619,26,2,7
10620,19,1,2
10621,30,2,6
10622,55,2,7
10623,20,1,6
10624,45,2,7
10625,71,1,9
10626,23,1,2
10627,62,2,7
10628,41,3,7
10629,55,2,2
10630,52,2,9
10631,32,2,6
10632,66,1,8
10633,62,1,2
10634,39,1,4
10635,65,1,8
10636,28,1,8
10637,61,1,10
10638,74,2,10
10639,36,1,10
10640,49,2,8
10641,59,1,8
10642,49,2,6
10643,18,2,5
10644,54,2,6
10645,52,2,6
10646,54,2,6
10647,48,2,10
10648,51,1,4
10649,61,2,8
10650,61,1,7
10651,31,2,3
10652,35,1,2
10653,64,1,8
10654,58,1,3
10655,40,2,8
10656,63,1,7
10657,64,2,10
10658,67,2,10
10659,41,2,6
10660,39,2,8
10661,42,2,0
10662,49,1,NA
10663,67,1,8
10664,23,2,6
10665,77,2,5
10666,63,2,6
10667,48,1,7
10668,55,2,8
10669,62,2,8
10670,30,2,6
10671,50,2,3
10672,48,2,6
10673,50,1,10
10674,71,1,9
10675,63,1,9
10676,74,1,9
10677,67,1,10
10678,38,1,9
10679,48,2,1
10680,57,1,10
10681,33,2,10
10682,42,1,3
10683,38,1,6
10684,25,1,0
10685,62,2,NA
10686,58,1,4
10687,57,2,7
10688,67,1,8
10689,30,2,6
10690,21,1,4
10691,65,1,4
10692,53,1,8
10693,78,2,3
10694,51,1,4
10695,58,2,8
10696,78,1,8
10697,36,1,7
10698,28,1,6
10699,69,2,4
10700,29,1,6
10701,35,2,8
10702,56,2,0
10703,60,2,8
10704,59,2,7
10705,39,2,6
10706,18,1,8
10707,72,1,5
10708,65,1,1
10709,31,2,9
10710,65,2,6
10711,52,1,3
10712,36,2,7
10713,21,1,2
10714,89,2,4
10715,19,1,9
10716,20,1,NA
10717,33,1,8
10718,59,1,3
10719,43,3,6
10720,35,1,7
10721,60,1,0
10722,39,2,6
10723,70,2,8
10724,28,2,5
10725,65,1,10
10726,31,2,3
10727,64,2,NA
10728,66,2,10
10729,39,2,8
10730,23,2,8
10731,32,2,2
10732,39,2,6
10733,36,1,9
10734,48,2,3
10735,82,1,8
10736,50,1,7
10737,57,2,7
10738,50,2,0
10739,22,2,5
10740,40,1,8
10741,31,2,5
10742,33,1,5
10743,21,1,10
10744,59,1,8
10745,45,2,7
10746,66,2,10
10747,74,1,7
10748,59,2,7
10749,36,2,5
10750,76,2,7
10751,55,2,9
10752,55,1,2
10753,50,2,5
10754,42,1,9
10755,59,1,7
10756,41,1,6
10757,61,1,1
10758,68,1,9
10759,29,2,4
10760,46,1,7
10761,67,1,3
10762,37,2,3
10763,37,2,1
10764,31,2,6
10765,61,2,6
10766,75,1,9
10767,26,2,4
10768,35,2,4
10769,19,2,7
10770,52,1,10
10771,38,2,7
10772,60,2,9
10773,55,1,8
10774,32,2,7
10775,24,3,7
10776,71,2,9
10777,75,1,9
10778,27,2,6
10779,52,2,10
10780,61,2,7
10781,44,2,8
10782,80,1,4
10783,77,1,8
10784,35,2,7
10785,50,2,1
10786,62,2,7
10787,32,2,0
10788,48,1,2
10789,32,1,9
10790,45,2,7
10791,68,1,10
10792,44,2,5
10793,62,2,9
10794,31,1,10
10795,63,2,8
10796,48,2,8
10797,75,1,6
10798,64,2,4
10799,73,1,9
10800,52,2,2
10801,42,2,2
10802,63,2,6
10803,22,2,7
10804,58,2,3
10805,51,1,2
10806,78,1,10
10807,34,2,3
10808,45,2,NA
10809,27,2,5
10810,36,1,9
10811,20,1,7
10812,43,2,3
10813,37,2,5
10814,51,2,8
10815,60,2,5
10816,20,2,7
10817,73,1,5
10818,56,1,7
10819,47,2,8
10820,55,1,6
10821,25,2,NA
10822,45,2,10
10823,38,2,3
10824,56,2,7
10825,49,1,2
10826,45,1,2
10827,55,2,10
10828,64,2,5
10829,49,2,7
10830,54,2,NA
10831,35,1,6
10832,28,1,10
10833,18,1,9
10834,33,2,7
10835,62,2,NA
10836,44,2,3
10837,49,2,8
10838,26,2,7
10839,71,2,9
10840,79,1,NA
10841,66,2,7
10842,21,1,4
10843,56,2,7
10844,67,2,2
10845,46,2,9
10846,49,1,9
10847,57,2,8
10848,32,2,5
10849,41,2,6
10850,58,1,7
10851,42,2,1
10852,41,1,9
10853,53,2,7
10854,61,2,0
10855,46,2,8
10856,61,1,6
10857,39,2,4
10858,28,2,0
10859,38,2,NA
10860,63,2,7
10861,51,2,0
10862,48,2,8
10863,52,2,NA
10864,45,2,7
10865,72,2,7
10866,34,1,6
10867,30,2,7
10868,75,1,NA
10869,48,1,3
10870,29,2,6
10871,71,2,8
10872,46,1,2
10873,46,2,1
10874,62,1,6
10875,48,1,2
10876,67,2,6
10877,29,1,9
10878,38,1,8
10879,41,1,9
10880,39,2,6
10881,36,2,4
10882,65,2,8
10883,38,2,2
10884,37,2,7
10885,44,1,8
10886,41,2,3
10887,54,1,7
10888,58,2,9
10889,50,2,8
10890,49,1,3
10891,51,2,3
10892,25,2,3
10893,23,1,7
10894,32,2,2
10895,23,2,5
10896,67,1,7
10897,53,1,8
10898,40,1,0
10899,38,2,1
10900,29,2,1
10901,60,2,1
10902,33,2,5
10903,61,2,8
10904,36,2,5
10905,58,1,2
10906,31,2,4
10907,81,1,8
10908,25,1,7
10909,53,2,4
10910,36,2,7
10911,48,1,5
10912,68,2,8
10913,46,2,4
10914,35,1,6
10915,51,2,4
10916,24,1,7
10917,60,2,4
10918,32,2,3
10919,42,2,4
10920,38,1,8
10921,63,1,10
10922,56,2,3
10923,42,2,0
10924,55,1,8
10925,49,2,7
10926,25,2,10
10927,69,1,8
10928,51,2,8
10929,50,1,8
10930,55,1,10
10931,60,2,2
10932,56,1,7
10933,51,1,8
10934,54,1,10
10935,63,2,7
10936,25,2,9
10937,70,2,10
10938,29,1,9
10939,30,1,8
10940,37,1,8
10941,29,2,3
10942,56,2,8
10943,62,2,9
10944,43,2,6
10945,56,1,7
10946,35,1,10
10947,45,1,1
10948,67,1,8
10949,29,2,6
10950,21,2,5
10951,70,1,9
10952,54,2,6
10953,40,2,10
10954,69,1,7
10955,28,2,5
10956,57,2,8
10957,62,1,7
10958,45,1,7
10959,27,2,NA
10960,34,2,7
10961,40,2,7
10962,33,2,5
10963,45,2,5
10964,41,2,7
10965,34,2,3
10966,46,2,1
10967,59,2,5
10968,70,1,7
10969,54,2,6
10970,43,2,7
10971,75,2,2
10972,61,2,6
10973,57,1,4
10974,39,1,8
10975,39,2,10
10976,59,2,7
10977,53,1,6
10978,67,1,7
10979,37,2,7
10980,50,2,4
10981,36,1,3
10982,42,2,3
10983,43,2,2
10984,42,2,7
10985,59,2,7
10986,58,2,8
10987,50,1,10
10988,53,1,NA
10989,61,2,8
10990,39,1,5
10991,44,2,9
10992,61,1,7
10993,34,2,8
10994,54,2,8
10995,27,2,7
10996,57,2,7
10997,36,2,7
10998,45,2,7
10999,39,2,7
11000,36,2,NA
11001,44,2,3
11002,59,2,8
11003,59,2,8
11004,44,2,9
11005,23,1,7
11006,27,1,10
11007,19,1,4
11008,42,2,8
11009,57,2,7
11010,47,2,NA
11011,51,2,7
11012,27,1,7
11013,60,2,8
11014,68,1,8
11015,27,1,7
11016,63,2,NA
11017,39,1,2
11018,44,2,8
11019,64,2,NA
11020,74,1,2
11021,64,2,9
11022,29,2,6
11023,82,2,7
11024,18,2,7
11025,58,1,NA
11026,58,1,8
11027,54,1,7
11028,60,2,NA
11029,29,2,6
11030,40,2,9
11031,53,2,6
11032,36,2,1
11033,35,2,3
11034,69,1,10
11035,55,1,1
11036,20,2,2
11037,38,2,4
11038,61,2,6
11039,37,1,NA
11040,25,2,5
11041,54,2,7
11042,27,3,9
11043,39,1,10
11044,38,1,9
11045,44,2,2
11046,49,2,NA
11047,44,1,6
11048,51,2,4
11049,43,1,6
11050,58,2,5
11051,53,2,10
11052,44,2,6
11053,72,2,8
11054,23,2,3
11055,24,1,3
11056,57,2,6
11057,48,2,8
11058,44,2,8
11059,77,1,7
11060,45,1,1
11061,66,2,9
11062,35,2,6
11063,67,2,2
11064,49,2,7
11065,41,2,10
11066,69,2,NA
11067,48,1,9
11068,51,2,7
11069,35,2,5
11070,62,1,7
11071,62,2,8
11072,42,1,0
11073,49,2,6
11074,64,2,10
11075,53,2,2
11076,38,2,4
11077,58,2,9
11078,46,1,9
11079,69,1,5
11080,50,1,7
11081,34,2,3
11082,35,2,4
11083,49,1,6
11084,45,2,0
11085,67,2,5
11086,49,2,3
11087,51,1,NA
11088,38,2,5
11089,53,1,10
11090,22,2,3
11091,29,2,7
11092,42,1,9
11093,40,2,5
11094,42,2,7
11095,24,1,9
11096,71,2,8
11097,61,2,6
11098,67,2,2
11099,58,2,6
11100,47,1,4
11101,83,1,NA
11102,57,2,3
11103,27,2,2
11104,39,2,3
11105,23,2,2
11106,52,2,7
11107,72,1,9
11108,25,2,6
11109,53,2,8
11110,50,1,7
11111,69,1,10
11112,48,1,7
11113,73,1,10
11114,47,1,2
11115,29,2,3
11116,71,2,6
11117,46,2,8
11118,76,2,9
11119,71,2,9
11120,69,2,9
11121,50,1,3
11122,33,2,7
11123,27,1,8
11124,38,2,3
11125,45,2,9
11126,29,1,7
11127,65,2,10
11128,68,1,7
11129,51,2,7
11130,50,2,2
11131,43,2,NA
11132,61,1,8
11133,65,2,10
11134,22,2,7
11135,59,1,8
11136,36,1,7
11137,33,2,5
11138,70,2,8
11139,56,1,7
11140,34,2,NA
11141,65,1,8
11142,30,2,3
11143,46,1,NA
11144,45,1,8
11145,72,1,6
11146,37,2,NA
11147,71,1,NA
11148,44,2,9
11149,66,1,9
11150,57,1,8
11151,32,2,6
11152,59,2,9
11153,78,2,8
11154,60,2,2
11155,35,1,2
11156,29,2,1
11157,20,1,6
11158,70,2,0
11159,40,2,2
11160,59,2,9
11161,32,2,10
11162,46,2,4
11163,32,2,6
11164,59,1,2
11165,72,2,9
11166,59,2,6
11167,63,2,7
11168,46,1,7
11169,63,1,1
11170,77,1,8
11171,64,2,2
11172,70,2,7
11173,47,2,1
11174,64,2,10
11175,58,2,7
11176,63,2,6
11177,47,1,10
11178,72,2,8
11179,59,1,7
11180,68,2,NA
11181,68,2,NA
11182,66,2,6
11183,68,2,7
11184,55,1,8
11185,79,2,NA
11186,49,2,0
11187,67,2,7
11188,35,2,10
11189,38,2,6
11190,69,2,8
11191,26,1,5
11192,22,1,2
11193,34,1,0
11194,35,2,NA
11195,34,1,8
11196,56,2,7
11197,62,2,NA
11198,54,2,8
11199,66,2,NA
11200,51,2,3
11201,31,2,6
11202,55,2,7
11203,62,1,1
11204,64,1,9
11205,48,2,10
11206,34,2,4
11207,66,2,1
11208,33,2,6
11209,65,2,6
11210,30,2,4
11211,60,2,7
11212,69,2,7
11213,44,2,8
11214,48,2,6
11215,64,1,9
11216,58,2,7
11217,53,1,8
11218,66,1,7
11219,55,1,7
11220,63,2,9
11221,57,1,10
11222,24,1,6
11223,34,2,NA
11224,58,2,8
11225,57,2,10
11226,79,1,8
11227,65,2,7
11228,63,1,6
11229,70,2,6
11230,32,1,7
11231,63,1,8
11232,53,1,3
11233,71,2,8
11234,63,1,4
11235,31,1,8
11236,54,2,2
11237,25,1,3
11238,35,1,6
11239,66,2,9
11240,45,2,2
11241,28,2,3
11242,42,1,7
11243,50,1,1
11244,35,2,7
11245,50,1,5
11246,44,1,9
11247,59,2,2
11248,29,2,6
11249,59,2,7
11250,67,2,7
11251,58,2,10
11252,33,2,8
11253,68,2,7
11254,45,2,4
11255,40,2,7
11256,44,2,6
11257,68,2,9
11258,55,1,7
11259,54,2,7
11260,69,1,2
11261,46,1,8
11262,60,2,6
11263,43,2,8
11264,53,2,6
11265,50,1,10
11266,55,2,5
11267,39,1,10
11268,56,1,8
11269,52,1,7
11270,45,2,7
11271,41,2,4
11272,35,2,5
11273,53,1,NA
11274,40,2,7
11275,60,1,10
11276,63,1,NA
11277,47,2,NA
11278,29,2,6
11279,32,2,7
11280,54,2,NA
11281,29,2,2
11282,64,2,7
11283,66,1,7
11284,64,1,8
11285,66,2,7
11286,76,1,7
11287,45,1,8
11288,43,2,6
11289,61,2,8
11290,60,1,7
11291,70,2,9
11292,46,2,1
11293,51,2,NA
11294,33,2,6
11295,38,2,7
11296,56,2,7
11297,58,2,NA
11298,56,2,3
11299,65,2,8
11300,26,2,NA
11301,48,1,8
11302,58,2,6
11303,66,2,6
11304,49,2,5
11305,46,2,3
11306,53,2,0
11307,71,2,8
11308,99,2,1
11309,57,1,8
11310,62,2,7
11311,65,1,8
11312,55,2,8
11313,44,2,5
11314,72,2,10
11315,55,2,8
11316,54,2,2
11317,51,1,8
11318,37,2,4
11319,22,1,4
11320,39,2,NA
11321,50,2,7
11322,53,1,2
11323,26,2,7
11324,68,1,9
11325,45,2,NA
11326,55,2,6
11327,29,1,6
11328,70,2,8
11329,53,1,0
11330,66,1,8
11331,50,2,3
11332,41,1,7
11333,61,2,5
11334,49,2,1
11335,70,2,9
11336,57,2,5
11337,45,2,1
11338,67,2,5
11339,52,1,7
11340,62,2,4
11341,68,2,5
11342,46,1,0
11343,58,2,9
11344,62,1,8
11345,67,1,7
11346,63,1,10
11347,38,2,5
11348,72,1,2
11349,41,2,3
11350,32,1,8
11351,62,2,6
11352,67,2,3
11353,50,2,2
11354,26,1,3
11355,52,1,8
11356,79,1,9
11357,53,1,7
11358,18,2,5
11359,75,2,6
11360,66,1,10
11361,25,1,6
11362,66,2,5
11363,39,1,6
11364,34,3,7
11365,63,1,8
11366,73,1,7
11367,70,2,4
11368,65,2,4
11369,63,2,8
11370,73,2,7
11371,75,1,8
11372,44,1,6
11373,26,2,3
11374,50,2,10
11375,62,1,8
11376,34,2,2
11377,53,1,6
11378,29,2,6
11379,46,1,8
11380,39,1,8
11381,61,2,10
11382,45,1,8
11383,66,2,10
11384,44,2,0
11385,58,2,2
11386,69,1,6
11387,36,2,3
11388,32,1,9
11389,61,2,4
11390,40,1,5
11391,37,2,9
11392,46,2,3
11393,50,2,5
11394,65,1,7
11395,45,2,8
11396,57,2,10
11397,24,2,NA
11398,53,2,7
11399,62,2,2
11400,42,1,10
11401,51,2,5
11402,63,2,NA
11403,60,1,8
11404,47,2,3
11405,58,1,5
11406,48,1,NA
11407,27,1,7
11408,19,2,NA
11409,19,1,5
11410,40,2,6
11411,61,2,8
11412,54,2,1
11413,20,2,7
11414,63,2,2
11415,46,1,3
11416,27,2,6
11417,38,1,9
11418,73,1,7
11419,29,2,8
11420,35,1,10
11421,40,1,9
11422,53,1,9
11423,34,1,NA
11424,31,1,7
11425,23,3,8
11426,39,2,6
11427,39,1,10
11428,70,1,5
11429,63,1,7
11430,48,1,7
11431,70,2,NA
11432,35,1,7
11433,71,1,1
11434,41,1,1
11435,27,2,3
11436,72,2,9
11437,52,2,3
11438,52,2,8
11439,69,2,NA
11440,44,2,6
11441,31,1,7
11442,23,2,6
11443,29,2,9
11444,35,2,6
11445,55,1,8
11446,37,2,10
11447,44,1,3
11448,66,2,NA
11449,45,2,5
11450,58,2,NA
11451,24,2,7
11452,36,3,7
11453,36,2,9
11454,60,2,3
11455,69,2,2
11456,66,2,6
11457,67,2,7
11458,67,2,9
11459,37,1,8
11460,60,1,8
11461,53,1,2
11462,43,2,5
11463,44,1,10
11464,39,1,10
11465,63,2,3
11466,51,1,8
11467,37,1,9
11468,68,1,7
11469,51,2,4
11470,70,2,5
11471,57,2,10
11472,35,1,9
11473,60,1,6
11474,39,1,8
11475,48,2,7
11476,49,2,NA
11477,64,1,7
11478,37,1,6
11479,48,1,8
11480,67,1,7
11481,53,1,7
11482,53,2,7
11483,28,2,7
11484,48,1,4
11485,51,2,7
11486,64,2,6
11487,27,2,7
11488,48,2,6
11489,50,2,7
11490,35,2,3
11491,37,2,7
11492,37,1,10
11493,49,2,8
11494,56,2,7
11495,28,2,10
11496,65,1,8
11497,64,1,6
11498,48,1,10
11499,63,1,8
11500,36,2,2
11501,45,1,2
11502,33,1,8
11503,69,1,6
11504,67,1,6
11505,61,2,4
11506,32,2,3
11507,52,2,4
11508,36,2,7
11509,69,1,6
11510,48,2,NA
11511,62,1,7
11512,49,2,7
11513,36,2,7
11514,29,2,6
11515,21,2,4
11516,66,1,4
11517,47,2,7
11518,36,2,2
11519,38,2,1
11520,47,1,9
11521,66,2,8
11522,30,1,7
11523,48,1,4
11524,47,2,8
11525,41,2,4
11526,69,2,7
11527,33,2,8
11528,38,2,7
11529,61,2,8
11530,61,1,7
11531,29,2,2
11532,52,2,5
11533,68,2,3
11534,40,1,9
11535,23,1,7
11536,39,2,7
11537,56,1,8
11538,76,2,3
11539,61,1,8
11540,69,2,7
11541,50,1,8
11542,67,1,9
11543,66,2,9
11544,78,1,9
11545,20,2,3
11546,33,2,10
11547,47,2,9
11548,25,2,2
11549,27,2,4
11550,40,2,6
11551,57,2,NA
11552,34,2,6
11553,72,1,8
11554,66,1,7
11555,31,1,8
11556,49,2,2
11557,45,2,8
11558,72,2,NA
11559,43,1,8
11560,33,2,2
11561,39,2,8
11562,39,2,8
11563,53,2,7
11564,51,2,6
11565,37,1,9
11566,45,2,8
11567,47,2,5
11568,60,2,7
11569,41,1,4
11570,73,1,9
11571,32,2,5
11572,29,2,7
11573,39,2,4
11574,76,2,6
11575,66,1,7
11576,30,2,6
11577,51,2,NA
11578,34,1,6
11579,54,1,6
11580,42,1,7
11581,54,2,7
11582,65,1,7
11583,31,2,7
11584,55,2,9
11585,52,1,4
11586,41,1,8
11587,63,1,7
11588,39,2,6
11589,56,2,10
11590,45,2,0
11591,19,2,6
11592,36,2,3
11593,38,1,7
11594,23,2,4
11595,46,2,7
11596,68,1,8
11597,46,1,7
11598,61,1,9
11599,61,2,7
11600,41,2,4
11601,46,2,NA
11602,34,2,9
11603,23,2,6
11604,36,2,8
11605,35,1,10
11606,52,2,8
11607,26,2,6
11608,35,2,4
11609,43,2,7
11610,51,2,9
11611,65,1,NA
11612,76,2,5
11613,67,1,10
11614,33,2,5
11615,27,1,8
11616,73,1,3
11617,40,1,10
11618,60,2,7
11619,72,2,7
11620,49,2,9
11621,22,2,3
11622,67,2,5
11623,36,2,10
11624,61,1,7
11625,36,2,8
11626,52,1,7
11627,59,2,10
11628,44,1,8
11629,45,1,2
11630,28,1,6
11631,65,1,8
11632,28,1,8
11633,68,1,9
11634,54,1,9
11635,34,1,8
11636,71,1,7
11637,38,1,8
11638,59,2,10
11639,73,1,10
11640,77,2,NA
11641,56,2,5
11642,65,2,8
11643,65,1,7
11644,68,2,8
11645,55,2,6
11646,58,2,7
11647,54,2,6
11648,45,2,8
11649,54,2,5
11650,23,1,7
11651,68,1,9
11652,27,2,6
11653,64,1,8
11654,51,1,7
11655,49,1,7
11656,34,2,7
11657,57,2,NA
11658,69,2,NA
11659,43,2,NA
11660,60,1,8
11661,54,1,9
11662,56,1,9
11663,65,1,4
11664,54,2,7
11665,69,1,7
11666,25,1,7
11667,71,1,9
11668,36,2,8
11669,65,1,8
11670,47,2,6
11671,59,2,7
11672,58,2,9
11673,41,1,2
11674,38,1,8
11675,41,1,9
11676,46,2,8
11677,54,2,NA
11678,69,1,6
11679,29,1,6
11680,31,1,NA
11681,66,2,NA
11682,51,1,7
11683,41,2,7
11684,45,2,7
11685,42,1,2
11686,52,1,6
11687,36,2,6
11688,55,1,7
11689,34,2,3
11690,66,2,8
11691,39,1,7
11692,59,2,7
11693,68,2,7
11694,62,2,8
11695,39,2,8
11696,51,2,7
11697,71,2,10
11698,41,2,4
11699,64,1,10
11700,32,2,5
11701,53,1,NA
11702,62,1,9
11703,68,2,8
11704,55,1,8
11705,20,2,3
11706,55,2,7
11707,65,2,8
11708,59,2,5
11709,76,2,8
11710,51,2,3
11711,33,2,8
11712,67,2,8
11713,60,2,6
11714,63,2,7
11715,47,1,0
11716,49,2,8
11717,51,2,9
11718,67,2,8
11719,78,1,9
11720,31,1,0
11721,32,2,6
11722,55,1,10
11723,57,1,8
11724,68,1,4
11725,32,1,3
11726,19,1,6
11727,62,2,2
11728,72,1,9
11729,22,2,5
11730,50,1,7
11731,71,1,9
11732,71,1,9
11733,56,1,8
11734,28,2,8
11735,48,2,3
11736,56,1,7
11737,78,2,9
11738,65,1,6
11739,20,1,4
11740,73,2,3
11741,67,1,9
11742,23,2,8
11743,75,1,5
11744,41,2,3
11745,63,2,2
11746,77,1,7
11747,60,1,4
11748,67,1,2
11749,59,1,7
11750,32,2,7
11751,51,2,8
11752,67,1,8
11753,52,2,9
11754,55,1,7
11755,23,1,8
11756,52,2,NA
11757,62,1,7
11758,59,2,NA
11759,83,1,9
11760,39,1,8
11761,53,1,6
11762,30,2,10
11763,48,2,6
11764,33,2,9
11765,54,1,6
11766,50,1,7
11767,79,1,10
11768,61,2,8
11769,52,1,9
11770,23,1,8
11771,77,2,9
11772,60,1,NA
11773,63,1,8
11774,72,1,7
11775,78,2,6
11776,20,1,2
11777,41,1,5
11778,44,2,7
11779,35,1,6
11780,57,2,7
11781,38,1,9
11782,44,1,10
11783,46,2,3
11784,71,1,9
11785,81,1,7
11786,42,2,4
11787,48,2,NA
11788,60,1,10
11789,40,2,1
11790,40,1,10
11791,82,1,8
11792,59,2,7
11793,66,1,9
11794,68,1,10
11795,42,2,6
11796,63,1,8
11797,33,2,4
11798,57,1,7
11799,85,1,8
11800,59,2,7
11801,81,2,6
11802,27,1,7
11803,45,1,9
11804,76,1,NA
11805,70,1,10
11806,68,1,8
11807,44,2,7
11808,44,2,10
11809,49,1,8
11810,67,1,8
11811,64,1,9
11812,54,1,NA
11813,59,2,7
11814,75,1,9
11815,75,1,10
11816,72,1,4
11817,68,1,9
11818,58,1,2
11819,57,2,8
11820,43,2,5
11821,65,1,3
11822,77,1,7
11823,75,1,8
11824,60,2,NA
11825,77,2,5
11826,73,1,7
11827,68,1,6
11828,56,1,8
11829,64,2,8
11830,59,1,7
11831,70,1,7
11832,34,2,8
11833,53,1,9
11834,61,1,3
11835,88,1,10
11836,73,1,10
11837,42,1,6
11838,72,2,7
11839,69,1,1
11840,69,2,9
11841,73,1,10
11842,34,2,5
11843,25,1,7
11844,75,1,9
11845,41,2,3
11846,69,1,9
11847,65,2,6
11848,30,2,7
11849,69,2,9
11850,63,1,7
11851,62,2,6
11852,59,1,9
11853,73,1,8
11854,74,1,7
11855,56,1,10
11856,62,2,4
11857,32,2,7
11858,22,2,6
11859,42,2,3
11860,47,2,1
11861,53,2,5
11862,19,1,7
11863,54,2,9
11864,31,2,9
11865,35,1,7
11866,59,1,3
11867,66,2,5
11868,70,1,10
11869,40,1,8
11870,32,2,10
11871,68,2,4
11872,61,2,8
11873,48,1,8
11874,18,1,3
11875,67,2,7
11876,20,1,6
11877,56,1,9
11878,26,2,4
11879,71,1,8
11880,56,2,9
11881,45,2,8
11882,80,2,7
11883,60,2,8
11884,31,1,7
11885,27,2,8
11886,58,2,10
11887,65,2,3
11888,59,1,10
11889,55,1,7
11890,46,1,10
11891,25,2,3
11892,39,2,9
11893,30,2,10
11894,62,2,8
11895,30,2,6
11896,44,1,5
11897,33,2,6
11898,31,2,4
11899,40,2,3
11900,25,2,2
11901,24,2,9
11902,43,2,10
11903,41,2,NA
11904,48,2,6
11905,27,1,7
11906,64,2,6
11907,56,1,9
11908,60,2,8
11909,50,2,10
11910,36,1,7
11911,24,2,9
11912,75,2,6
11913,61,1,7
11914,30,2,7
11915,73,2,6
11916,20,2,0
11917,34,1,10
11918,24,2,7
11919,55,1,7
11920,59,1,8
11921,77,1,10
11922,56,2,6
11923,42,2,7
11924,49,1,3
11925,23,2,5
11926,34,2,6
11927,38,2,0
11928,23,2,4
11929,38,2,5
11930,31,1,7
11931,51,2,8
11932,55,2,6
11933,49,2,NA
11934,63,1,3
11935,28,2,10
11936,24,1,3
11937,22,2,2
11938,53,2,8
11939,31,2,5
11940,58,1,2
11941,55,2,6
11942,23,1,2
11943,49,2,6
11944,61,2,9
11945,44,2,10
11946,50,1,7
11947,49,1,10
11948,59,2,10
11949,29,2,3
11950,79,1,7
11951,40,2,1
11952,66,2,10
11953,57,1,2
11954,29,2,7
11955,75,2,7
11956,25,2,7
11957,39,2,5
11958,59,1,9
11959,59,1,10
11960,41,3,9
11961,46,1,8
11962,60,2,6
11963,53,1,10
11964,34,1,7
11965,21,2,4
11966,35,1,10
11967,66,1,8
11968,63,1,6
11969,24,2,4
11970,65,2,2
11971,57,2,3
11972,48,1,7
11973,62,2,2
11974,32,2,6
11975,56,2,0
11976,57,2,7
11977,25,2,4
11978,36,2,9
11979,65,2,7
11980,69,2,10
11981,34,2,7
11982,64,1,9
11983,24,2,5
11984,58,1,7
